credit_score,annual_income,loan_amount,debt_to_income,employment_length,home_ownership,loan_purpose,interest_rate,open_accounts,delinquencies_2yr,loan_default
598,62912.52,6770.67,27.64,0,MORTGAGE,other,7.32,10,0,0
690,37409.77,7032.62,42.09,15,MORTGAGE,other,20.83,9,0,0
633,35372.37,10688.69,18.4,3,RENT,debt_consolidation,5.25,7,0,0
637,127560.03,14473.08,44.48,0,RENT,credit_card,19.11,10,0,0
728,20000.0,14893.43,27.3,0,OWN,home_improvement,15.43,8,0,1
572,56349.21,16317.98,35.87,2,RENT,major_purchase,14.9,10,0,1
763,26748.88,8271.23,1.51,12,MORTGAGE,credit_card,19.9,9,0,0
568,40034.6,21675.85,44.79,0,MORTGAGE,home_improvement,5.88,12,0,0
626,35630.34,47405.9,10.67,14,MORTGAGE,debt_consolidation,13.21,7,0,0
833,29941.81,10432.41,16.29,1,MORTGAGE,credit_card,23.83,6,0,0
770,49897.23,8395.34,26.18,5,RENT,credit_card,5.28,9,0,0
687,20000.0,8268.99,47.99,2,RENT,debt_consolidation,22.55,8,0,1
604,41867.11,14183.4,17.28,3,MORTGAGE,home_improvement,17.97,9,0,0
637,46856.97,9246.18,11.03,4,RENT,credit_card,23.16,10,0,0
685,24843.76,3978.94,48.04,9,RENT,major_purchase,5.92,5,0,0
683,104465.21,4818.77,40.42,3,MORTGAGE,home_improvement,21.15,7,0,0
672,36416.27,27286.11,33.17,2,RENT,credit_card,15.63,13,0,0
677,43532.27,32769.58,20.48,11,MORTGAGE,home_improvement,9.97,4,0,0
662,36457.06,40942.45,21.02,16,RENT,major_purchase,14.42,8,1,0
564,47061.8,15652.93,47.53,6,MORTGAGE,debt_consolidation,23.46,9,0,1
638,94284.5,6676.61,3.45,8,RENT,home_improvement,13.79,12,0,0
753,168806.42,9831.91,37.88,3,MORTGAGE,other,7.74,14,0,0
570,71169.5,4703.34,30.06,0,RENT,debt_consolidation,6.31,10,0,0
664,84456.92,4578.27,48.42,0,RENT,credit_card,5.29,8,0,0
614,115637.29,15973.46,27.92,9,MORTGAGE,debt_consolidation,9.22,8,2,0
688,55516.5,19483.2,14.03,0,MORTGAGE,debt_consolidation,15.99,6,0,0
648,107487.03,52620.52,39.0,5,OWN,major_purchase,12.01,3,0,0
798,72853.11,12604.82,49.28,0,OWN,debt_consolidation,22.5,15,1,0
720,52680.13,5164.25,45.37,0,MORTGAGE,debt_consolidation,20.72,8,1,0
575,58405.8,12266.85,14.74,2,MORTGAGE,debt_consolidation,14.3,11,0,0
733,20000.0,10962.97,17.32,10,MORTGAGE,home_improvement,9.61,9,0,0
618,56730.07,9472.4,37.74,4,OWN,debt_consolidation,13.29,13,2,0
633,22654.78,16994.15,29.91,12,RENT,credit_card,17.76,3,0,0
705,21749.92,5709.4,0.58,5,MORTGAGE,home_improvement,5.46,16,0,0
640,53983.8,14639.89,7.09,0,MORTGAGE,credit_card,22.78,5,0,0
751,28084.15,21080.3,4.27,7,RENT,other,18.09,9,1,0
618,48846.75,36091.64,8.94,0,RENT,home_improvement,24.25,12,0,0
630,52534.07,16601.75,15.25,17,RENT,debt_consolidation,18.28,10,0,0
627,53719.15,27727.62,48.36,8,MORTGAGE,major_purchase,12.25,13,0,0
634,31192.7,9791.53,33.82,7,MORTGAGE,credit_card,13.76,10,2,0
767,76829.29,10796.71,2.74,3,MORTGAGE,other,5.14,9,0,0
730,46881.69,34320.32,30.37,8,MORTGAGE,other,6.14,9,0,0
816,61116.54,5114.79,21.83,1,MORTGAGE,debt_consolidation,7.06,12,0,0
850,26951.12,10074.89,37.7,11,MORTGAGE,debt_consolidation,12.87,13,0,0
597,44839.12,29434.2,44.2,0,OWN,home_improvement,10.74,7,1,0
685,84850.59,11524.4,3.26,7,RENT,debt_consolidation,13.01,12,0,1
585,79625.43,10938.88,49.0,6,MORTGAGE,credit_card,13.12,9,1,0
617,32904.14,11095.2,2.9,24,MORTGAGE,other,12.02,6,1,0
629,37317.62,14501.48,36.62,4,OWN,credit_card,15.28,10,0,0
595,29901.28,28574.18,45.16,1,OWN,debt_consolidation,23.71,9,0,0
595,35305.48,25513.48,37.59,0,MORTGAGE,debt_consolidation,15.46,6,0,1
668,24354.36,13467.3,7.54,2,RENT,home_improvement,21.4,10,0,0
582,45748.4,28700.56,10.4,9,MORTGAGE,other,20.59,16,1,0
747,67276.7,16970.89,2.06,0,MORTGAGE,other,13.35,6,0,0
606,33106.12,24376.73,6.55,4,MORTGAGE,debt_consolidation,9.79,12,0,0
850,46849.56,6503.8,3.05,8,MORTGAGE,debt_consolidation,5.63,14,1,0
643,43903.56,45115.76,2.68,0,RENT,other,6.11,10,0,0
685,83080.01,15586.32,28.11,0,OWN,other,9.38,11,1,1
576,36105.63,1951.17,3.84,8,OWN,debt_consolidation,22.54,7,1,0
816,36768.32,42687.82,21.25,1,OWN,debt_consolidation,7.11,12,0,0
769,32112.14,13407.08,35.48,9,MORTGAGE,credit_card,21.51,8,2,0
703,27757.05,10128.96,0.76,3,MORTGAGE,debt_consolidation,14.14,6,0,0
572,63869.2,8743.12,31.94,4,MORTGAGE,home_improvement,17.91,8,1,1
696,45818.56,18172.26,37.86,2,MORTGAGE,debt_consolidation,7.88,6,0,0
590,50382.79,7173.35,26.83,3,MORTGAGE,major_purchase,20.88,18,0,0
796,92718.25,8921.02,23.78,0,MORTGAGE,debt_consolidation,6.79,8,1,0
744,95419.7,9072.34,36.54,2,RENT,debt_consolidation,15.46,10,0,0
687,21523.12,10888.11,26.49,2,RENT,debt_consolidation,7.06,8,1,1
485,67772.88,9314.75,25.46,16,RENT,debt_consolidation,22.1,9,0,0
601,54875.57,24269.36,40.09,4,MORTGAGE,credit_card,16.77,9,0,0
735,38917.7,16151.1,41.88,0,MORTGAGE,debt_consolidation,15.91,6,1,1
777,57747.88,17590.7,18.42,0,MORTGAGE,debt_consolidation,10.45,10,0,0
768,20677.64,20484.45,20.77,3,RENT,home_improvement,15.22,13,0,0
552,101856.59,12516.89,40.04,0,MORTGAGE,credit_card,5.41,12,1,0
704,63416.04,6540.6,27.24,2,MORTGAGE,credit_card,14.62,1,0,0
761,31805.71,47269.51,34.34,0,RENT,debt_consolidation,9.29,10,1,0
547,36581.39,25572.54,3.76,5,MORTGAGE,other,22.84,14,0,1
679,20919.29,41314.92,4.77,1,MORTGAGE,other,10.45,13,0,1
701,41899.17,27561.55,26.59,15,OWN,debt_consolidation,15.23,11,0,0
655,38508.49,9679.25,40.96,11,MORTGAGE,home_improvement,5.06,11,0,0
531,25271.81,2582.25,15.83,13,MORTGAGE,major_purchase,19.86,9,0,0
653,72283.5,5651.25,48.03,7,RENT,other,8.21,10,0,0
653,92818.25,20859.51,38.02,0,RENT,major_purchase,24.98,11,0,0
668,48354.75,12441.29,39.09,6,RENT,credit_card,10.86,7,1,0
634,42073.63,9957.74,41.7,3,MORTGAGE,debt_consolidation,18.31,8,0,1
644,60930.69,2328.81,12.72,15,RENT,other,24.2,12,0,0
676,48541.8,13237.53,16.52,15,OWN,credit_card,20.13,15,0,0
715,28535.68,6265.13,5.92,2,MORTGAGE,credit_card,11.99,6,0,0
655,35371.48,8046.01,19.02,6,RENT,debt_consolidation,23.42,13,0,1
647,42267.85,24223.36,1.79,1,RENT,debt_consolidation,9.25,9,0,1
687,55497.5,6500.28,37.57,2,MORTGAGE,debt_consolidation,17.69,10,1,0
526,49250.18,6949.45,40.13,1,MORTGAGE,debt_consolidation,19.9,7,1,0
718,54457.98,15213.01,10.68,2,MORTGAGE,debt_consolidation,12.14,11,1,0
679,22870.11,24603.73,24.49,0,RENT,credit_card,21.63,7,0,0
683,68364.49,10077.96,33.6,10,RENT,home_improvement,14.45,9,0,0
756,49104.6,37311.27,37.13,0,MORTGAGE,credit_card,22.23,1,0,0
523,175668.6,5458.51,48.47,6,MORTGAGE,major_purchase,9.29,9,0,0
522,40383.75,4827.87,10.03,6,MORTGAGE,debt_consolidation,22.91,12,0,1
701,57626.01,4548.26,12.34,5,RENT,home_improvement,15.66,5,0,1
679,201714.7,4202.65,42.69,18,MORTGAGE,debt_consolidation,13.57,11,1,1
693,54016.55,16908.71,4.86,0,MORTGAGE,debt_consolidation,9.71,10,0,0
643,47390.86,6738.2,39.29,17,MORTGAGE,credit_card,7.06,10,1,0
733,29927.68,4978.41,6.67,2,RENT,other,10.82,15,1,0
754,105254.15,17428.42,23.22,8,RENT,debt_consolidation,12.95,13,0,0
718,27459.0,23783.91,29.61,5,OWN,debt_consolidation,16.98,11,0,0
659,60691.59,27878.22,38.39,4,MORTGAGE,debt_consolidation,19.47,12,0,0
511,38685.59,24654.12,5.73,2,MORTGAGE,credit_card,5.86,9,0,0
741,44592.99,7025.68,41.2,3,RENT,debt_consolidation,24.03,16,1,0
777,24053.45,16208.06,42.53,0,MORTGAGE,debt_consolidation,9.97,4,0,0
731,95948.19,18916.88,39.67,6,MORTGAGE,credit_card,18.57,11,0,0
609,42663.6,9581.43,46.87,13,RENT,credit_card,21.13,9,0,0
733,26700.97,14992.82,43.61,0,MORTGAGE,credit_card,13.35,7,0,0
748,91706.2,5562.86,38.4,3,OWN,major_purchase,13.75,14,0,0
804,38098.55,8610.0,28.97,1,MORTGAGE,other,5.96,8,1,0
609,57948.13,17330.98,40.43,6,MORTGAGE,debt_consolidation,13.16,7,0,0
661,74660.63,38379.54,48.77,3,MORTGAGE,debt_consolidation,23.74,10,0,0
739,62132.05,29911.78,31.87,9,RENT,other,12.38,9,0,0
684,20000.0,21217.91,12.13,2,OWN,credit_card,22.95,12,0,0
590,69402.51,14126.25,12.39,6,OWN,debt_consolidation,19.02,8,1,1
713,46615.72,12674.39,39.8,0,RENT,credit_card,22.7,6,0,0
726,41584.62,4849.74,49.47,3,MORTGAGE,major_purchase,8.92,5,0,0
687,46418.93,7443.86,10.52,11,MORTGAGE,major_purchase,18.37,8,0,0
697,21916.25,7615.96,48.5,3,OWN,debt_consolidation,6.99,10,0,1
659,53964.7,19976.89,13.41,3,MORTGAGE,debt_consolidation,14.75,9,0,0
798,24780.3,25886.15,20.64,4,RENT,home_improvement,19.49,10,0,0
607,42492.38,22372.8,45.41,1,RENT,debt_consolidation,8.23,9,0,0
633,53004.51,30572.82,48.09,6,RENT,major_purchase,24.18,12,0,1
680,83869.6,14052.85,28.35,4,MORTGAGE,debt_consolidation,14.4,11,1,1
750,32538.96,6713.99,47.5,3,RENT,credit_card,13.95,7,0,0
560,101295.14,12900.83,42.12,2,RENT,home_improvement,22.72,12,0,0
575,78702.22,8043.46,43.32,0,RENT,other,22.2,11,0,0
516,39548.98,21173.42,43.41,3,RENT,credit_card,23.34,9,0,0
682,28159.09,10390.41,19.31,3,OWN,credit_card,18.4,6,1,0
590,23815.5,12469.34,1.53,2,OWN,home_improvement,18.24,17,0,0
649,56155.33,21710.16,8.23,3,MORTGAGE,major_purchase,9.59,11,0,0
732,33906.36,7952.44,3.72,1,OWN,debt_consolidation,19.85,14,1,0
628,89293.0,26233.27,12.12,11,RENT,credit_card,17.43,12,0,0
698,34899.86,5201.4,2.76,17,MORTGAGE,home_improvement,11.86,10,1,0
656,31246.56,16557.35,13.85,5,RENT,other,24.33,12,0,0
733,55094.94,12536.14,29.45,1,RENT,debt_consolidation,14.72,8,0,0
718,34786.22,23840.46,7.05,4,MORTGAGE,other,19.47,8,0,0
624,49230.81,5104.81,15.79,3,RENT,credit_card,18.32,13,1,0
666,80257.43,4575.39,11.21,2,MORTGAGE,debt_consolidation,5.21,6,0,0
763,51980.02,22584.77,4.76,2,MORTGAGE,other,14.13,12,0,0
711,52077.19,10161.43,33.8,3,MORTGAGE,debt_consolidation,17.14,10,0,0
568,54315.96,12536.99,44.65,5,RENT,major_purchase,25.0,11,0,0
732,21024.64,8418.4,35.8,7,MORTGAGE,credit_card,8.09,4,0,1
593,59630.29,25310.31,34.21,7,MORTGAGE,credit_card,18.64,13,0,0
793,53101.78,16472.56,49.15,15,MORTGAGE,major_purchase,13.73,13,0,0
761,76607.38,15811.06,36.56,4,RENT,other,14.41,16,1,0
703,66363.69,5891.5,2.36,16,MORTGAGE,major_purchase,8.17,10,0,0
692,44312.66,18978.35,10.91,3,MORTGAGE,credit_card,15.6,13,0,0
663,82141.32,6670.51,31.87,9,RENT,home_improvement,5.92,14,1,0
734,42348.35,8425.46,31.95,2,RENT,home_improvement,13.28,13,1,0
650,55468.94,5137.16,41.63,0,MORTGAGE,debt_consolidation,13.11,8,0,0
698,41958.04,11973.14,7.94,5,MORTGAGE,debt_consolidation,8.47,11,1,0
749,61751.83,28145.18,49.06,0,MORTGAGE,major_purchase,24.95,6,0,0
635,40609.41,15657.21,25.81,1,MORTGAGE,credit_card,19.25,19,1,0
630,111722.77,9805.76,46.02,2,RENT,debt_consolidation,24.11,19,0,0
584,134414.2,14420.45,26.47,11,RENT,major_purchase,19.85,10,0,0
594,75884.61,14364.71,9.35,4,MORTGAGE,credit_card,14.88,11,0,1
533,105942.13,13992.1,17.55,18,MORTGAGE,major_purchase,17.25,15,0,0
738,22706.19,15125.45,11.06,9,MORTGAGE,debt_consolidation,8.36,3,1,0
824,24084.2,6451.09,13.21,2,OWN,major_purchase,8.06,12,0,0
794,41740.19,14394.15,44.52,0,MORTGAGE,credit_card,14.73,13,0,0
549,50041.88,3910.13,18.87,0,MORTGAGE,debt_consolidation,9.06,6,0,0
737,44395.63,19988.98,9.13,7,OWN,debt_consolidation,20.4,8,1,0
793,21567.27,6173.84,18.23,2,MORTGAGE,credit_card,10.94,9,0,0
643,87185.72,30464.53,30.86,0,RENT,debt_consolidation,6.75,15,0,0
688,143932.41,2412.3,10.04,0,RENT,credit_card,16.71,14,0,0
519,93012.93,43135.32,2.55,1,MORTGAGE,credit_card,16.11,8,1,0
701,84352.66,4240.96,43.61,0,RENT,home_improvement,10.22,12,0,0
594,54888.54,5767.8,11.96,7,MORTGAGE,debt_consolidation,7.58,9,0,1
695,32160.73,16470.73,46.82,5,MORTGAGE,debt_consolidation,17.57,14,1,0
555,50831.12,20601.12,2.36,7,RENT,home_improvement,19.81,14,0,0
723,140476.29,10955.86,32.54,2,MORTGAGE,credit_card,8.78,9,0,0
761,41109.97,24954.87,33.26,3,RENT,debt_consolidation,19.92,8,1,1
617,39047.0,7649.63,7.8,1,RENT,home_improvement,18.11,12,1,1
589,85276.3,10099.24,33.26,2,OWN,debt_consolidation,20.49,6,1,1
507,88154.22,10813.44,19.38,9,MORTGAGE,debt_consolidation,6.28,5,0,0
658,32081.96,9164.78,19.09,9,RENT,major_purchase,24.32,5,0,0
633,43013.0,3449.81,43.87,5,RENT,debt_consolidation,18.19,13,0,1
555,38141.08,13131.03,47.62,11,MORTGAGE,credit_card,10.18,12,1,0
716,50759.02,12326.36,8.51,3,MORTGAGE,debt_consolidation,22.54,12,1,1
644,85122.22,28416.58,34.2,3,MORTGAGE,credit_card,16.61,8,0,0
593,32793.52,5430.78,7.74,5,RENT,other,8.21,13,0,1
635,84527.52,8539.13,1.75,0,MORTGAGE,credit_card,22.05,8,0,1
765,51576.72,31021.75,7.48,4,MORTGAGE,major_purchase,19.44,15,0,0
728,156857.98,16404.36,31.73,0,RENT,credit_card,10.61,9,0,0
669,57492.83,19625.12,36.32,16,RENT,debt_consolidation,15.88,17,0,0
729,46701.93,18350.34,25.35,5,RENT,credit_card,12.98,7,1,0
587,65339.85,18407.44,47.58,3,MORTGAGE,debt_consolidation,5.14,2,0,0
682,41416.18,47797.8,38.21,2,MORTGAGE,credit_card,14.55,11,0,0
691,20000.0,14243.82,8.08,1,RENT,debt_consolidation,9.71,11,0,1
642,43466.22,6581.77,10.4,0,RENT,debt_consolidation,8.09,10,0,0
714,43124.79,20892.77,29.8,10,MORTGAGE,debt_consolidation,6.85,4,0,1
617,22111.24,8985.92,16.67,4,MORTGAGE,credit_card,9.47,8,0,0
720,47262.97,12370.18,0.04,1,MORTGAGE,major_purchase,20.19,8,0,0
724,20000.0,17311.51,1.21,1,RENT,home_improvement,12.17,8,0,0
446,41198.48,7517.97,20.4,0,MORTGAGE,debt_consolidation,7.78,17,0,1
775,55370.27,9346.84,26.18,3,RENT,home_improvement,8.39,5,0,0
436,51456.81,18640.54,32.67,4,RENT,debt_consolidation,18.05,18,0,1
630,39913.32,9099.26,38.16,0,MORTGAGE,debt_consolidation,13.07,13,1,0
762,46968.61,26406.61,48.44,0,RENT,home_improvement,17.44,14,0,0
654,33122.49,6698.84,41.94,2,MORTGAGE,debt_consolidation,6.04,13,0,0
562,49286.64,6683.07,17.8,6,RENT,debt_consolidation,19.57,15,0,0
592,50465.4,50728.29,26.73,1,MORTGAGE,debt_consolidation,24.25,7,0,0
762,31253.14,4577.19,10.8,1,RENT,credit_card,20.73,8,0,0
526,56041.6,13112.2,48.44,6,OWN,credit_card,19.43,13,1,0
770,55866.84,48827.0,26.77,6,RENT,home_improvement,8.97,7,0,0
675,45111.62,13095.0,12.48,21,MORTGAGE,debt_consolidation,13.11,6,1,0
584,164476.59,34294.47,36.2,10,MORTGAGE,debt_consolidation,8.11,13,2,0
633,45690.64,21093.76,24.39,3,MORTGAGE,credit_card,20.24,10,0,1
598,42632.96,13292.55,49.84,1,MORTGAGE,major_purchase,19.84,13,0,0
749,39687.97,12192.16,3.74,1,MORTGAGE,home_improvement,7.46,9,1,0
738,30167.8,3030.48,16.77,1,RENT,debt_consolidation,19.9,11,0,0
542,69075.04,10685.27,47.09,15,RENT,debt_consolidation,16.42,7,0,1
647,34782.74,15717.86,23.06,0,MORTGAGE,debt_consolidation,24.61,5,0,0
610,36902.18,15711.75,15.59,9,MORTGAGE,major_purchase,24.79,12,1,0
783,37454.39,75064.36,30.24,10,RENT,other,6.61,12,0,0
571,29957.3,16263.37,33.22,12,RENT,debt_consolidation,21.74,10,0,0
808,20423.84,20766.61,4.64,1,MORTGAGE,credit_card,8.21,10,1,1
677,38891.46,30196.29,12.97,0,RENT,debt_consolidation,16.0,10,0,0
587,75861.73,19503.53,15.45,10,RENT,debt_consolidation,15.1,8,0,0
625,54094.61,12578.77,12.29,4,MORTGAGE,credit_card,10.48,15,1,1
615,106968.28,12621.65,19.14,6,MORTGAGE,home_improvement,19.44,14,1,0
578,71358.96,10451.93,16.74,9,RENT,credit_card,15.72,16,0,1
687,63702.71,18232.26,36.57,4,MORTGAGE,credit_card,17.44,11,0,0
581,125658.67,11858.21,29.95,1,RENT,home_improvement,18.82,17,0,0
505,46696.63,20691.03,21.46,5,RENT,credit_card,13.09,10,1,1
649,50591.45,6592.18,10.0,10,MORTGAGE,home_improvement,5.83,20,0,0
535,48740.61,14806.09,21.03,8,MORTGAGE,debt_consolidation,10.15,11,0,0
619,106074.12,39594.56,9.02,4,MORTGAGE,debt_consolidation,8.51,8,0,1
607,49082.49,11415.91,47.61,3,RENT,credit_card,20.07,13,0,0
610,35449.39,48537.94,8.69,4,RENT,other,9.99,12,0,0
840,65764.65,14981.48,42.93,8,OWN,debt_consolidation,12.3,7,1,0
684,32593.56,12841.59,30.78,3,RENT,home_improvement,13.92,8,0,0
699,64006.23,14496.07,40.54,1,RENT,credit_card,21.71,5,0,0
537,60289.94,10742.94,44.43,6,RENT,home_improvement,21.89,13,0,1
627,44591.51,3339.61,40.2,4,RENT,debt_consolidation,9.4,15,0,0
697,65049.63,24738.66,29.46,17,MORTGAGE,credit_card,13.17,13,0,1
598,23297.59,62000.59,13.35,23,RENT,credit_card,9.89,12,0,0
752,53182.31,18700.41,33.0,5,RENT,debt_consolidation,24.52,7,0,0
583,38894.86,19514.73,0.24,6,RENT,debt_consolidation,15.66,14,0,1
657,205075.15,11756.78,18.87,2,MORTGAGE,credit_card,5.02,6,0,0
633,52992.86,30045.03,42.9,1,RENT,debt_consolidation,6.81,7,1,0
693,36381.07,12997.47,29.03,5,RENT,other,22.12,10,0,0
628,24608.55,16107.72,13.03,12,RENT,home_improvement,12.96,4,0,0
658,94155.51,4466.45,44.61,0,RENT,debt_consolidation,23.11,8,0,1
661,41150.18,9223.05,0.76,1,MORTGAGE,debt_consolidation,18.26,5,1,1
621,33002.02,17277.27,44.15,2,RENT,debt_consolidation,15.66,7,0,1
718,57997.18,25211.32,37.97,8,MORTGAGE,home_improvement,21.3,7,0,0
699,67836.75,25705.44,7.32,0,MORTGAGE,credit_card,19.61,10,1,1
672,67304.1,4423.0,3.15,1,MORTGAGE,debt_consolidation,16.64,9,0,1
645,49507.29,4748.36,47.56,5,MORTGAGE,debt_consolidation,6.7,10,0,1
743,53082.1,20108.46,3.35,2,OWN,credit_card,21.05,17,1,1
661,55051.18,7920.69,48.69,0,OWN,debt_consolidation,21.63,16,1,0
655,57999.99,24989.6,21.03,6,RENT,debt_consolidation,22.88,9,1,0
688,60623.79,4267.92,17.68,5,RENT,major_purchase,7.03,11,1,0
815,84730.12,12470.4,32.5,0,RENT,other,24.44,15,0,0
572,50423.24,13043.36,24.8,3,OWN,home_improvement,13.75,10,0,0
741,32584.71,18700.9,19.5,3,RENT,debt_consolidation,9.36,12,0,0
528,45608.72,6491.1,32.01,5,MORTGAGE,other,19.22,10,0,0
697,71459.81,3372.01,17.5,7,RENT,credit_card,20.49,9,0,0
806,20065.08,15061.41,1.72,2,RENT,debt_consolidation,5.01,13,1,0
719,20123.1,19312.37,41.23,3,MORTGAGE,home_improvement,11.5,7,2,0
693,77585.67,27043.95,25.73,5,MORTGAGE,debt_consolidation,14.37,15,0,0
635,104826.45,10394.31,34.33,17,OWN,debt_consolidation,21.98,9,1,0
682,26040.28,22993.74,28.76,11,MORTGAGE,home_improvement,5.4,5,0,0
659,51545.99,18770.5,30.71,2,RENT,debt_consolidation,20.03,14,0,0
617,40143.97,33714.51,10.95,1,MORTGAGE,credit_card,23.63,20,0,0
656,43027.08,12851.66,46.73,8,MORTGAGE,credit_card,23.83,11,0,0
695,57111.77,3980.13,22.39,11,RENT,other,9.5,8,1,0
618,25682.49,12741.74,46.0,5,MORTGAGE,debt_consolidation,17.35,18,0,0
615,28180.66,14213.05,40.35,11,RENT,debt_consolidation,14.53,15,0,0
571,42166.21,19201.35,36.0,8,OWN,credit_card,17.32,12,0,0
711,45584.01,4569.33,23.01,3,OWN,credit_card,15.93,6,1,0
723,27917.88,10738.26,1.13,19,MORTGAGE,credit_card,23.09,14,1,0
698,72752.88,24530.5,15.76,2,MORTGAGE,major_purchase,19.65,15,1,0
757,39783.98,12420.95,33.24,2,RENT,home_improvement,15.92,9,0,0
687,39699.39,10785.8,16.53,1,MORTGAGE,major_purchase,24.95,9,0,0
711,56462.35,50737.9,4.96,7,MORTGAGE,debt_consolidation,23.77,15,0,1
704,45960.88,6316.98,25.89,8,RENT,home_improvement,7.99,8,0,1
672,74513.71,31672.63,7.72,3,MORTGAGE,other,17.72,7,1,0
637,30739.04,27306.36,15.31,5,MORTGAGE,debt_consolidation,23.72,13,2,0
850,24374.84,11411.58,25.1,0,MORTGAGE,credit_card,21.9,11,0,0
643,41986.62,13055.65,5.81,0,OWN,credit_card,22.88,7,0,0
626,50519.67,13023.09,5.63,9,MORTGAGE,credit_card,17.33,11,1,0
714,26360.5,15174.38,10.5,1,MORTGAGE,credit_card,6.56,13,0,0
700,24492.52,8811.57,29.59,6,RENT,major_purchase,5.34,11,0,0
567,53698.96,9900.06,46.66,1,RENT,debt_consolidation,11.03,10,0,0
769,33560.66,10418.55,11.95,5,MORTGAGE,other,17.33,12,2,0
672,23712.18,10654.01,35.99,4,RENT,major_purchase,23.51,14,1,0
591,79433.12,10747.95,9.47,4,MORTGAGE,debt_consolidation,12.88,8,1,1
775,35742.75,2783.38,31.78,2,RENT,debt_consolidation,17.54,8,0,0
730,87108.16,14304.86,6.89,13,RENT,home_improvement,15.67,11,0,0
578,49723.62,9235.15,42.27,1,MORTGAGE,debt_consolidation,9.72,4,0,1
822,56804.99,3616.39,37.13,0,RENT,credit_card,11.27,9,0,0
732,44101.55,10456.35,34.04,3,OWN,credit_card,12.46,10,2,1
679,20000.0,10232.56,0.73,0,OWN,other,20.29,12,0,1
807,27767.09,32619.68,41.82,4,MORTGAGE,debt_consolidation,18.37,9,1,0
692,46034.45,9159.43,7.54,10,RENT,home_improvement,14.49,6,1,0
677,58827.49,21321.11,26.67,0,MORTGAGE,other,24.83,10,0,0
627,20033.54,35170.69,38.83,8,MORTGAGE,credit_card,10.97,9,1,1
726,47724.45,8607.18,31.58,2,MORTGAGE,debt_consolidation,19.66,9,1,1
718,27969.45,12922.84,40.95,0,RENT,debt_consolidation,7.21,11,0,1
681,55122.32,44805.41,35.44,6,RENT,debt_consolidation,14.03,10,0,0
616,48547.58,15682.23,37.8,1,MORTGAGE,debt_consolidation,20.56,11,1,0
690,71093.47,17354.81,14.94,3,RENT,debt_consolidation,14.56,12,0,0
674,83567.63,10045.92,18.96,0,MORTGAGE,credit_card,16.72,11,0,0
573,61666.43,21610.52,25.07,8,MORTGAGE,credit_card,14.56,7,0,0
562,75372.43,12994.09,29.31,12,MORTGAGE,debt_consolidation,9.51,7,0,0
725,41143.81,3705.33,34.58,7,MORTGAGE,credit_card,22.42,8,1,0
471,201100.23,10418.49,27.78,0,MORTGAGE,home_improvement,18.28,13,1,0
696,26651.23,5835.85,35.52,0,RENT,credit_card,19.86,11,0,0
641,37651.28,14451.72,7.54,9,OWN,home_improvement,23.98,8,0,1
784,76932.16,7031.9,19.73,9,MORTGAGE,debt_consolidation,18.85,8,0,0
640,71421.96,18670.31,45.67,2,MORTGAGE,debt_consolidation,6.3,8,0,0
732,62548.31,13784.97,10.85,11,RENT,credit_card,17.59,9,0,0
648,68710.64,5576.93,7.18,4,RENT,other,15.1,4,1,0
689,20000.0,9463.74,37.24,4,MORTGAGE,credit_card,9.43,8,3,1
738,108515.61,20627.78,9.72,5,OWN,debt_consolidation,16.87,11,1,0
642,44269.65,29839.7,22.88,2,OWN,debt_consolidation,18.46,6,0,0
759,91395.1,7103.23,35.59,14,RENT,credit_card,16.18,11,1,0
600,20000.0,6196.82,24.24,8,RENT,other,8.06,14,0,0
703,55730.58,52349.07,45.08,3,RENT,home_improvement,17.7,8,0,0
753,36984.3,13268.69,43.91,3,RENT,credit_card,5.5,16,0,0
732,65255.14,14243.11,25.15,7,RENT,debt_consolidation,8.19,14,0,0
833,57442.24,7961.93,48.04,17,MORTGAGE,debt_consolidation,20.96,5,1,0
618,58866.29,15531.95,14.59,0,MORTGAGE,home_improvement,14.8,6,0,0
569,28869.16,44381.01,11.69,2,RENT,debt_consolidation,16.81,11,0,0
600,47644.16,15963.43,33.51,4,RENT,debt_consolidation,11.78,10,0,1
732,44797.9,28154.83,28.64,13,RENT,debt_consolidation,16.32,8,1,0
719,62796.53,13633.55,12.56,12,MORTGAGE,major_purchase,5.76,7,0,0
688,80390.28,6515.49,18.56,6,RENT,debt_consolidation,5.48,7,0,0
590,52851.32,8281.13,11.65,9,MORTGAGE,debt_consolidation,23.08,9,0,0
741,25897.81,6109.12,11.85,4,MORTGAGE,debt_consolidation,10.73,12,0,0
582,51729.81,15559.87,18.38,0,MORTGAGE,home_improvement,21.07,4,0,0
772,180870.78,31467.87,46.21,4,RENT,credit_card,15.33,11,0,0
850,111636.42,14953.6,41.74,2,MORTGAGE,home_improvement,6.51,9,0,0
709,20000.0,10770.35,25.62,6,RENT,home_improvement,6.25,20,0,1
726,50598.21,7686.74,23.89,3,MORTGAGE,debt_consolidation,6.24,13,2,1
640,78124.56,17133.86,1.57,1,MORTGAGE,major_purchase,15.05,15,0,0
535,44749.54,5615.62,23.11,0,MORTGAGE,debt_consolidation,11.67,10,1,0
631,38946.9,6039.82,31.19,0,MORTGAGE,home_improvement,24.56,7,0,0
592,42895.32,25087.23,38.93,2,MORTGAGE,credit_card,7.15,9,0,0
564,64608.08,10999.28,17.8,4,OWN,debt_consolidation,12.94,5,0,0
